epoch,loss,val_loss
0,0.13419399071823468,0.1517752856016159
1,0.12499628578063468,0.14808513224124908
2,0.12287920728211366,0.14616191387176514
3,0.12160861509805605,0.14577272534370422
4,0.1208001315240747,0.14568565785884857
5,0.11998701354109524,0.14507915079593658
6,0.11906250039647391,0.1453550159931183
7,0.1184648850291166,0.14458997547626495
8,0.11794340519399099,0.14416708052158356
9,0.11740773565180018,0.14316876232624054
10,0.11673268268931843,0.14276961982250214
11,0.1162642908214607,0.14234016835689545
12,0.11579882453712093,0.14209991693496704
13,0.11542656334181449,0.1418977975845337
14,0.11515649213490199,0.14158445596694946
15,0.11487021214220192,0.14173291623592377
16,0.11463396699572037,0.14152905344963074
17,0.114407565158514,0.14128664135932922
18,0.11420221736466228,0.14104555547237396
19,0.11399325656867973,0.14092117547988892
20,0.11382477293112978,0.14082083106040955
21,0.11368815143915817,0.140766441822052
22,0.11351581019434062,0.1409415751695633
23,0.11339389796102856,0.14062002301216125
24,0.11323324075772423,0.14106541872024536
25,0.11311061500014782,0.14113733172416687
26,0.11297638424780701,0.14100106060504913
27,0.11280523933632426,0.14131894707679749
28,0.11265297566043278,0.1412317156791687
29,0.11248041858250292,0.14088481664657593
30,0.11231245761129066,0.14144860208034515
31,0.1121824878374074,0.1410803645849228
32,0.11197854852764158,0.14123834669589996
33,0.111839888634091,0.1413707733154297
34,0.11165359174110062,0.14154355227947235
35,0.11149033226750114,0.14135068655014038
36,0.11133651832707712,0.141867995262146
37,0.11111367304502925,0.1417185366153717
38,0.11096177709488038,0.14195799827575684
39,0.1107735842390036,0.14208228886127472
40,0.11053913544085969,0.1422675997018814
41,0.1103356384675802,0.1428053230047226
42,0.1102161174985877,0.14229394495487213
43,0.10998485112388674,0.14282411336898804
