epoch,loss,val_loss
0,0.13442097455930924,0.15118718147277832
1,0.12480793350045874,0.14748075604438782
2,0.12297779826802725,0.1475987434387207
3,0.12165661793435886,0.1458774358034134
4,0.12072574859067664,0.14624306559562683
5,0.1197901873368765,0.1458054631948471
6,0.1191822135303451,0.14490392804145813
7,0.11847790131266688,0.14530815184116364
8,0.118035233323194,0.1441233903169632
9,0.11752870303987693,0.1431167870759964
10,0.11693263811353838,0.14251379668712616
11,0.1162810524575002,0.14239834249019623
12,0.11585401070140847,0.14199183881282806
13,0.11549021119058667,0.14184406399726868
14,0.11518598961788164,0.1417221575975418
15,0.11490805239134043,0.14151531457901
16,0.11466825629910037,0.1415143609046936
17,0.11448163709933565,0.14122100174427032
18,0.11429229319076532,0.14116521179676056
19,0.11406901136288722,0.14141888916492462
20,0.1139022526110638,0.1410827338695526
21,0.11372480523342055,0.14091894030570984
22,0.1135540852578364,0.14111143350601196
23,0.1134110286774617,0.14080952107906342
24,0.11331439984153846,0.14068900048732758
25,0.1131193727378885,0.14095206558704376
26,0.11298198944074549,0.1407943218946457
27,0.11283905486482054,0.14119498431682587
28,0.11268008697811376,0.14107637107372284
29,0.11252820069177813,0.14110592007637024
30,0.11235702438005717,0.1409861296415329
31,0.11223787993726901,0.1409757286310196
32,0.112094818978128,0.14099344611167908
33,0.11189712361264473,0.1411045491695404
34,0.11173684864511257,0.14109410345554352
35,0.11153252178590826,0.14126253128051758
36,0.1113509577144505,0.1414666771888733
37,0.11118769026081174,0.14147305488586426
38,0.11100773558154149,0.14122335612773895
39,0.11084141522626871,0.1419992595911026
40,0.11062639815286851,0.14157061278820038
41,0.11046705510891812,0.1418272703886032
42,0.11027784122299598,0.1423007994890213
43,0.11013136616646862,0.14241863787174225
44,0.10994681007635425,0.14216867089271545
